Title,Author,Description,Publishment_year,Num_of_pages,Bio-description 
"
Ekonomia polityczna „dobrej zmiany”
",['Opracowanie Zbiorowe'],"Czy PiS to kryptosocjaliści? Neoliberalni bankierzy w owczej skórze państwowców? A może zwyczajni zamordyści zapatrzeni w Daleki Wschód, którym w azjatyckim modelu gospodarczym podoba się tyleż efektywność, ile twarda ręka władzy, silna wspólnotowość i kontrola nad społeczeństwem? Ekonomia polityczna „dobrej zmiany” pod redakcją Michała Sutowskiego dowodzi, że to wszystko jest bardziej skomplikowane, a proste etykiety nie pozwalają uchwycić polityki gospodarczej obozu władzy w całej jej złożoności. Do pracy nad kolejnym zeszytem Instytutu Studiów Zaawansowanych poprosiliśmy dwunastkę ekspertów reprezentujących różne pokolenia, środowiska zawodowe i metody badawcze. Michał Brzeziński, Dominik Gajewski, Katarzyna Golik, Anna Gromada, Piotr Kuczyński, Hanna Kuzińska, Maria Libura, Ignacy Morawski, Leokadia Oręziak, Maria Skóra, Rafał Woś i Piotr Wójcik– mają różny stosunek do obecnej władzy i różne poglądy na to, co w ekonomii jest nauką, a co już ideologią. Ich teksty wykreślają mapę priorytetów, instrumentów działania i – może przede wszystkim – napięć, które napotykamy w koncepcjach politycznych projektu PiS i w praktyce jego wdrażania. Nasi autorzy piszą o nierównościach, uszczelnianiu systemu podatkowego, „chińskim kierunku” w handlu, ramach ideologicznych polityki PiS, warunkach możliwości jej prowadzenia, o budżecie państwa i podatkach, służbie zdrowia, planowanej reformie emerytur, rynku pracy i polityce przemysłowej. Z książki tej ludzie projektujący politykę „po PiS” dowiedzą się nieco o rozdźwięku między ideą a praktyką i zderzeniu ich obydwu z materialną i społeczną rzeczywistością. Projektujący politykę „przeciw PiS” mogą dojrzeć napięcia, konflikty, słabe punkty i braki, przede wszystkim zaś sprzeczności immanentne dla polityki obozu władzy. Wreszcie, jeśli sięgną po naszą publikację obecni decydenci, mogą z tej lektury wynieść pomysły korekty obranego kursu – z pożytkiem, miejmy nadzieję, nie tylko dla państwa, ale i dobrostanu wszystkich obywateli. Publikacja ukazała się dzięki wsparciu Fundacji im. Róży Luksemburg Przedstawicielstwo w Polsce",2017,257,[['']]
"
Dług. Pierwsze pięć tysięcy lat
",['David Graeber'],"Wszystkie podręczniki ekonomii mówią to samo. Pieniądz wynaleziono po to, by zastąpić uciążliwy i skomplikowany barter – aby starożytni nie musieli już nosić swoich towarów na rynek. Problem z tą wersją historii? Nie ma cienia dowodu na jej prawdziwość. Antropolog David Graeber w porywający sposób odwraca utarte przekonania. Pokazuje, że pięć tysięcy lat temu, w okresie narodzin rolniczych imperiów, ludzie korzystali z rozbudowanych systemów kredytowych. Wtedy po raz pierwszy pojawiły też się społeczeństwa podzielone na dłużników i wierzycieli. Gdy z czasem wirtualny pieniądz kredytowy zastąpiły złote i srebrne monety, system zaczął się chylić ku upadkowi. Stopy procentowe poszybowały w górę i dłużnicy stali się niewolnikami. System istniał ze cenę rosnącej przemocy. Wyłącznie dzięki okazjonalnym interwencjom królów i kościołów udawało się nie dopuścić, aby sprawy wymknęły się spod kontroli. Dług: pierwsze pięć tysięcy lat jest fascynującą kroniką tej słabo znanej części historii. Pokazuje wpływ historii długu na przebieg ludzkich dziejów, a także jej związek z aktualnymi kryzysami finansowymi i przyszłością naszej gospodarki. ","2018
2018",540,"[['David Graeber (1961) - antropolog, aktywista. Nie tylko wykłada na London School of Economics, ale jest też jednym z ważniejszych uczestników ruchu Occupy Wall Street (ponoć to on wymyślił hasło o 99 procentach). Jest autorem książki Dług. Pierwsze pięć tysięcy lat, która również ukaże się nakładem Wydawnictwa KP.fot. Courtesy of Melville House']]"
"
Marka Luter
",['Andrew Pettegree'],"O tym jak nikomu nieznany mnich zmienił swoje niewielkie miasto w centrum wydawnicze, zaistniał jako najsławniejsza osoba w Europie i zapoczątkował reformację Dnia 31 października 1517 roku Marcin Luter, augustiański mnich i wykładowca teologii na Uniwersytecie w Wittenberdze, przybił do drzwi kościoła zamkowego swoje 95 tez o odpustach. Pamiętny gest rozpoczął reformację, jedno z najważniejszych wydarzeń w historii Europy. Reformacja oczywiście nie wydarzyłaby się bez wściekłości Lutra na Kościół katolicki. Gdy jako młody zakonnik udał się w podróż do Rzymu, zniesmaczyły go zblazowanie i cynizm stanu duchownego. Choć sam kupił odpust dla dziadka - po to, by skrócić okres pobytu jego duszy w czyśćcu - sprzeciwiał się masowemu kupczeniu łaską, które uważał nie tylko za teologicznie nieskuteczne, ale też niewłaściwe politycznie.  Jednak reformacja wzięła się nie tylko ze wściekłości. Andrew Pettegree, historyk prasy drukowanej, przekonuje że wiatru w żagle dał jej zmysł Lutra do słowa pisanego i jego dystrybucji. Luter pisał przystępnie i zwięźle, co odróżniało jego broszury od rozwlekłych kazań, ponadto po niemiecku, a nie niezrozumiałej łacinie. Sprzyjało to popularności jego prac i rozwojowi branży drukarskiej. Dzięki Lutrowi książki się uwspółcześniły, a jego przyjaciele drukarze wymyślili na jego potrzeby na przykład strony tytułowe, seryjne wykorzystanie ilustracji odbijanych dzięki drzeworytom czy wreszcie wyraźne oznaczenie autorstwa. W ten sposób Luter i jego drukarze zrobił z siebie tytułową markę, choć nie w celach komercyjnych, tylko ideowych.",2017,400,"[['Andrew Pettegree(1957) - profesor historii na University of St. Andrews, w latach 2012–2015 był wiceprezydentem Royal Society of History. Autor Book in the Renaissance (2010) oraz The Invention of News: How the World Came to Know About Itself (2014).']]"
"
W ciemni
",['Susan Faludi'],"Co dzieje się, kiedy przeszłość nieoczekiwanie przypomina o sobie w mailu od ojca, z którym nie rozmawiało się od prawie 30 lat? „Mam dla ciebie ciekawą nowinę. Zdecydowałem, że mam już dość wcielania się w rolę agresywnego macho, którym nigdy tak naprawdę nie byłam”. To pierwsze zdanie emaila, w którym Steven Faludi obwieszcza córce, że przeszedł zabieg uzgodnienia płci na tajskiej wyspie Phuket. Steven odszedł, a pojawiła się Stefanie.Susan Faludi, słynna amerykańska dziennikarka i zdobywczyni Nagrody Pulitzera, zapamiętała swojego ojca jako despotycznego tyrana, który opuścił ją po rozpadzie swojego małżeństwa w połowie lat 70. Teraz dostrzega niepowtarzalną szansę na rozliczenie krzywd. Akt oskarżenia z czasem zmienia się jednak w fascynującą podróż ponad historycznymi czy politycznymi granicami, podczas której autorka poznaje prawdziwą tożsamość swojego rodzica.  Finalistka Nagrody Pulitzera. Jedna z 10 książek roku „The New York Times’a”. Zdobywczyni The Kirkus Prize.",2017,400,"[['Susan Faludi', 'zdobywczyni nagrody Pulitzera, wielokrotnie nagradzana amerykańska dziennikarka i pisarka. Pisała do „The Wall Street Journal”, „The New Yorker”, „The New York Times” i „Harper’s”. Autorka takich książek jak The Terror Dream (2007), Stiffed (1999) i Backlash (1991), za którą otrzymała nagrodę National Book Critics Circle Award for Nonfiction.Foto: Sigrid Estrada']]"
"
Gotowi na przemoc. Mord, antysemityzm i...
",['Paweł Brykczyński'],"Zamach, który zmienił nasz naród W grudniu 1922 roku nowa Rzeczpospolita Polska demokratycznie wybrała swego pierwszego prezydenta Gabriela Narutowicza. Ponieważ zagłosowała na niego między innymi partia żydowska, wroga jej frakcja antysemitów domagała się od niego rezygnacji. Już po kilku godzinach w Warszawie wybuchły krwawe rozruchy, a tydzień później prezydenta zamordowano. Po tych zdarzeniach radykalna prawica umocniła się w swym twierdzeniu, że tylko „etniczni Polacy” powinni rządzić Polską, a lewica po cichu na to przystała.  Opowiadając tę wstrząsającą historię, Paul Brykczynski bada skomplikowane powiązania antysemityzmu, nacjonalizmu i przemocy w polskiej polityce Międzywojnia. Choć książka skupia się na naszym kraju, pomaga też zrozumieć wzrost znaczenia antysemickiej prawicy w ówczesnej Europie i poza nią – a także wpływ przemocy na dyskurs i kulturę polityczną.",2017,320,"[['Paweł Brykczyński - historyk i politolog, absolwent University of Toronto, pracownik naukowy University of Michigan.']]"
"
Reprywatyzując Polskę. Historia wielkiego...
",['Beata Siemieniako'],"Skoro krzywda twojej rodziny polegała na tym, że straciliście kamienicę, a moja na tym, że zabili mi dziadków i rodziców, to dlaczego odszkodowanie masz dostać ty, a nie ja? Dlaczego utrata nieruchomości jest wyżej ceniona niż utrata rodziny zaangażowanej w obronę ojczyzny? Jak oddać prawowitym właścicielom to, co komuna zabrała, ale nie oddawać Żydom? Jak zreprywatyzować kamienicę, ale nie wyrzucać z niej lokatorów? Czy oddawać pałacyk, jeśli obecnie mieści się w nim jedyny w powiecie szpital? Czy oddać grunt, jeśli wybudowano na nim za pieniądze publiczne przedszkole? Dzięki aferze reprywatyzacyjnej powrócił problem, który od 25 lat jest regularnie zamiatany pod dywan – jaką koncepcję sprawiedliwości społecznej przyjąć przy rozliczaniu się z przeszłością. Książka Beaty Siemieniako pokazuje nie tylko jak to się stało, że w majestacie prawa dochodzi do przekrętów w urzędach, sądach i prokuraturze, ale również, że ciągle nie wiemy, w jaki sposób przeprowadzić reprywatyzację, żeby była ona uczciwa, co chętnie wykorzystują rozmaici oszuści.",2017,304,"[['Beata Siemieniako (1991)', 'prawniczka i aktywistka. Jest absolwentką Kolegium MISH i prawa na Uniwersytecie Warszawskim oraz Cardiff Law School. Od 2014 roku nieodpłatnie udziela porad prawnych w Komitecie Obrony Praw Lokatorów oraz prowadzi warsztaty edukacyjne. Aplikantka adwokacka, współzałożycielka i członkini Sekcji Praw Człowieka przy Okręgowej Radzie Adwokackiej w Warszawie. Dotychczas współpracowała m.in. z Helsińską Fundacją Praw Człowieka, ClientEarth Poland – Prawnicy dla Ziemi, European Documentation Centre w Cardiff oraz Stowarzyszeniem im. prof. Hołdy. Publikowała w „Oko.press”, „Krytyce Politycznej”, „Kulturze Liberalnej”, „Młodej Palestrze”, „Codzienniku Feministycznym”, „Girls do the Front Zin”.']]"
"
Kobiecość to syf i kropka
",['Frau Wolf'],"Historie przyjaciółek z podwórka, bohaterek książki Kobiecość to syf i kropka, poznajemy, gdy dopada je dorosłość, a wraz z nią – oczekiwania innych. W tym wieku nie mieć dziecka i solidnego męża, to poważna skucha, jeśli nie grzech ciężki. Wybierając samodzielność, skazujesz się na potępienie. A decydując się na dziecko, zgadzasz się na podporządkowanie. W tym świecie, rodząc się kobietą, musisz być ofiarą. Wolf operując mocnym językiem, czasem na granicy groteski, odważnie pokazuje świat kobiecej opresji: związków, relacji rodzinnych i przyjacielskich. Będąc dziewczyną w Polsce, jakiejkolwiek drogi nie wybierzesz, nie uciekniesz przed macierzyństwem. Czy może lepiej pozostać outsiderką? Czy wolność jest ważniejsza od szczęścia? ",2017,256,"[['Frau Wolf - pisarka. Kiedyś dziennikarka, obecnie w służbie korporacji']]"
"
Obcy we własnym kraju. Gniew i żal...
",['Arlie Russell Hochschild'],"Arlie Russell Hochschild, socjolożka z Berkley, spędziła pięć lat w Luizjanie, by zrozumieć o co chodzi Południowcom. Dlaczego sprzeciwiają się federalnej pomocy finansowej, skoro ich stan jest jej największym odbiorcą? Dlaczego sarkają na ekologów i Agencję Ochrony Środowiska, skoro przemysł naftowy truje ich ukochaną Luizjanę na potęgę, nie dając wiele w zamian, bo przy ropie pracuje tylko co dziesiąty mieszkaniec stanu? Wreszcie, w imię czego zagłosowali na Donalda Trumpa, człowieka, który równie dobrze mógłby mieszkać na innej planecie? Oczywiście, jak każda podróż, i ta kończy się wewnętrzną przemianą. Hochschild jedzie na Południe wyposażona w bagaż stereotypów – spodziewa się, że w centrach handlowych zastanie półki pełne libertariańskich powieści Ayn Rand i wszechobecny rasizm. Jej reportaż pokazuje, że rzeczywistość komplikuje te tezy. W Luizjanie spotyka osoby o odrażających poglądach, ale też ciepłych i przyjaznych ludzi wierzących w boga, który już za momencik zabierze ich do nieba. Do swojego liberalnego Berkeley wraca z bagażem wiedzy, doświadczeń i zrozumienia dla Południa. Być może to początek czegoś nowego?  Finalistka National Book Award w 2016 roku – najbardziej prestiżowej nagrody literackiej w Stanach Zjednoczonych. Według „New York Times’a” jedna z sześciu książek, które pozwalają zrozumieć zwycięstwo Trumpa.  ",2017,460,"[['Arlie Russell Hochschild (1940)', 'wybitna amerykańska socjolożka, emerytowana profesorka Uniwersytetu Kalifornijskiego w Berkeley. Autorka dziewięciu książek, wśród których kilka trafiało regularnie na listę najlepszych książek roku „New York Times’a”. Przetłumaczona na szesnaście języków.']]"
"
Zakonnice odchodzą po cichu
",['Marta Abramowicz'],"Reportażowy bestseller, który kupiło 50000 czytelników! – wraca w wydaniu specjalnym wzbogaconym o rozdział „Echa” oraz znakomite fotografie. Marta Abramowicz, nominowana do nagrody Okulary Równości 2017 – „za oddanie głosu tym, które milczały przez wieki” – napisała nową część „Echa” o tym, co się wydarzyło po wydaniu książki. Kto uznał książkę za dzieło szatana, potępił i skazał na milczenie? Kto zobaczył w niej inspirację Ducha Świętego i co z tego wynikło dla byłych sióstr? Co myślą o niej przełożone zgromadzeń zakonnych? O tym wszystkim przeczytacie w „Echach”, „ostatnim rozdziale”, który wnosi zupełnie nowe treści. Napisane w czystym stylu, bez zbędnego patosu, prowadzą prosto do istoty rzeczy. Autorka zachęca, żeby fakty, niczym puzzle, każdy z nas złożył w całość, aby odkryć, co jest dobrem, a co złem. Wydanie specjalne to książka Zakonnice odchodzą po cichu wraz z nową częścią „Echa”. Czytelnicy, którzy już przeczytali książkę, nie będą zawiedzeni. Ten swoisty suplement, „ostatni rozdział” zmienia odbiór książki i tworzy nową rzeczywistość. Czytelnicy, którzy pierwszy raz sięgną po tę książkę, będą mogli prześledzić historię od początku. A zaczyna się ona tak… Habit już uszyty. Za dwa miesiące siostra Joanna uroczyście otrzyma go z rąk Mistrzyni. Ale teraz jest noc i siostra Joanna myśli tylko o tym, czy wszyscy zasnęli. Jest po komplecie, światła zgaszone. Nie wolno opuścić łóżka, nie wolno się odezwać. Siostra Joanna łamie reguły zakonne i wymyka się z pokoju. Przebiega pod ścianą, po schodach w górę, do biblioteki. Drzwi skrzypią. Trzeba uważać. Między regałami czeka już siostra Magdalena... Byłe zakonnice nikomu nie opowiadają o swoim życiu. Nie występują w telewizji. Powiedzieć złe słowo na zakon, to stanąć samotnie przeciw Kościołowi. Nie mówią znajomym ani rodzinie, bo ludzie nic nie rozumieją. Dla ludzi świat jest prosty: odeszła, bo na pewno w jakimś księdzu się zakochała. W ciążę z biskupem zaszła.",2017,270,"[['Marta Abramowicz (1978)', 'dziennikarka, badaczka, psycholożka. Reportażu uczyła się pod okiem Hanny Krall. Napisała wiele tekstów lekkich, gazetowych, i sporo poważniejszych, naukowych, w tym kilka książek. Robi badania społeczne, najczęściej o ludziach, którym trudniej się odnaleźć. Zawsze najbliżsi jej byli wykluczeni, więc od lat z różnymi organizacjami pozarządowymi szuka sposobów na zmianę świata. Jedna z dwunastu Superbohaterek Wysokich Obcasów 2019.']]"
"
Rewolucja rosyjska
",['Sheila Fitzpatrick'],"Więcej osób odniosło rany na planie Października Siergieja Eisensteina niż podczas „szturmu” na Pałac Zimowy, a słynne strzały z „Aurory” oddawano ślepymi nabojami. Pierwsze mity o rewolucji przetrwały jednak wiele lat, tak samo jak kolejne, nakładane warstwami zarówno przez bolszewików, jak i przez ich zachodnich rywali. Sheila Fitzpatrick w swojej zwięzłej historii rewolucji obiektywnie analizuje przyczyny, przebieg i skutki lutego i października 1917 roku. Tłumaczy, czemu wybuchła rewolucja, udowadnia, że choć bolszewicy później wzięli rozbrat z klasą robotniczą, jeszcze w 1917 roku cieszyli się jej pełnym i entuzjastycznym poparciem; wreszcie pokazuje, w jaki sposób trudne lata wojny domowej i pierwszej fali czerwonego terroru przełożyły się na późniejszą o dekadę rewolucję stalinowską, z jej koszmarem kolektywizacji rolnictwa, szaleńczym i brawurowym planem uprzemysłowienia i tragicznym końcem rewolucji podczas wielkiej czystki.  Książka Sheili Fitzpatrick to krótki, stymulujący i intrygujący przewodnik po rewolucji 1917 roku, jednym z najważniejszych wydarzeń XX wieku.",2017,304,"[['Sheila Fitzpatrick (1941)', 'australijska historyczka. Specjalizuje się w społecznej i kulturalnej historii okresu stalinowskiego. W języku polskim ukazały się jej Życie codzienne pod rządami Stalina. Rosja radziecka w latach trzydziestych XX wieku (2012) oraz Zespół Stalina. Niebezpieczne lata radzieckiej polityki (2017).']]"
